status,price,bed,bath,acre_lot,full_address,street,city,state,zip_code,house_size,sold_date
for_sale,205000.0,3.0,3.0,0.27,"325 Salinas Providencia, Guanica, PR, 00653",325 Salinas Providencia,Guanica,Puerto Rico,653.0,976.0,
for_sale,70000.0,3.0,1.0,0.08,"15 Rey, San German, PR, 00683",15 Rey,San German,Puerto Rico,683.0,894.0,
for_sale,135000.0,4.0,2.0,0.12,"12 Road 343 Km 0 1 Ste 12, Hormigueros, PR, 00660",12 Road 343 Km 0 1 Ste 12,Hormigueros,Puerto Rico,660.0,1163.0,
for_sale,115000.0,3.0,2.0,,"311 Carretera 311 Km 0 2 Unit 203, Cabo Rojo, PR, 00623",311 Carretera 311 Km 0 2 Unit 203,Cabo Rojo,Puerto Rico,623.0,1205.0,
for_sale,104000.0,3.0,2.0,0.08,"5 Sect La Ceiba, Mayaguez, PR, 00682",5 Sect La Ceiba,Mayaguez,Puerto Rico,682.0,1175.0,
for_sale,275000.0,3.0,2.0,0.97,"Km 2 0 Carr # 116, Lajas, PR, 00667",Km 2 0 Carr # 116,Lajas,Puerto Rico,667.0,1200.0,
for_sale,250000.0,4.0,2.0,0.08,"36 Calle Betances, Cabo Rojo, PR, 00623",36 Calle Betances,Cabo Rojo,Puerto Rico,623.0,3052.0,
for_sale,150000.0,3.0,1.0,0.07,"2 San German, San German, PR, 00683",2 San German,San German,Puerto Rico,683.0,363.0,
for_sale,750000.0,12.0,6.0,0.52,"Calle 4, Cabo Rojo, PR, 00623",Calle 4,Cabo Rojo,Puerto Rico,623.0,4800.0,
for_sale,395000.0,3.0,2.0,0.25,"307 Lomas De La Bahia, Cabo Rojo, PR, 00623",307 Lomas De La Bahia,Cabo Rojo,Puerto Rico,623.0,2800.0,
for_sale,82000.0,1.0,1.0,,"Apt 1-A Calle Jose De Diego Unit-A, Mayaguez, PR, 00680",Apt 1-A Calle Jose De Diego Unit-A,Mayaguez,Puerto Rico,680.0,471.0,
for_sale,495000.0,4.0,3.0,0.4,"6 Calle B, Lajas, PR, 00667",6 Calle B,Lajas,Puerto Rico,667.0,6500.0,
for_sale,125000.0,,1.0,,"304 Calle Manuel Blanco Unit 304, Mayaguez, PR, 00682",304 Calle Manuel Blanco Unit 304,Mayaguez,Puerto Rico,682.0,390.0,
for_sale,389000.0,2.0,2.0,,"19900 Carr 102 Km 9 8 Unit 601, Cabo Rojo, PR, 00623",19900 Carr 102 Km 9 8 Unit 601,Cabo Rojo,Puerto Rico,623.0,1356.0,
for_sale,45000.0,,,0.2,"Carr 102 Preliminar, Cabo Rojo, PR, 00623",Carr 102 Preliminar,Cabo Rojo,Puerto Rico,623.0,,
for_sale,120000.0,,,2.82,"Ii Camino Cofresi, Cabo Rojo, PR, 00623",Ii Camino Cofresi,Cabo Rojo,Puerto Rico,623.0,,
for_sale,391000.0,,,20.4,"1 Pr Km Bo Hormigueros Lot 2, Hormigueros, PR, 00660",1 Pr Km Bo Hormigueros Lot 2,Hormigueros,Puerto Rico,660.0,,
for_sale,70000.0,,,0.28,"11 D, Cabo Rojo, PR, 00623",11 D,Cabo Rojo,Puerto Rico,623.0,,
for_sale,160000.0,,,14.34,"1 Pr, Cabo Rojo, PR, 00623",1 Pr,Cabo Rojo,Puerto Rico,623.0,,
for_sale,65000.0,,,0.26,"1020 Calle Reina Isabel, Cabo Rojo, PR, 00623",1020 Calle Reina Isabel,Cabo Rojo,Puerto Rico,623.0,,
for_sale,290000.0,,,16.22,"1 Pr, Cabo Rojo, PR, 00623",1 Pr,Cabo Rojo,Puerto Rico,623.0,,
for_sale,80000.0,,,0.49,"Cam Valenta, Cabo Rojo, PR, 00623",Cam Valenta,Cabo Rojo,Puerto Rico,623.0,,
for_sale,835000.0,,,17.97,"1 Pr, Hormigueros, PR, 00660",1 Pr,Hormigueros,Puerto Rico,660.0,,
for_sale,159000.0,,,0.44,"Km Hm 5 1 Carr 3349 Striker St, Mayaguez, PR, 00680",Km Hm 5 1 Carr 3349 Striker St,Mayaguez,Puerto Rico,680.0,,
for_sale,182000.0,,,1.4,"Km 6 8 Carr # 301, Cabo Rojo, PR, 00623",Km 6 8 Carr # 301,Cabo Rojo,Puerto Rico,623.0,,
for_sale,1400000.0,,,6.44,"Km 4 8 Carretera # 307, Cabo Rojo, PR, 00623",Km 4 8 Carretera # 307,Cabo Rojo,Puerto Rico,623.0,,
for_sale,155000.0,,,5.78,"Km 4 5 Carr # 362, San German, PR, 00683",Km 4 5 Carr # 362,San German,Puerto Rico,683.0,,
for_sale,115000.0,,,0.42,"33 Calle Principal, Cabo Rojo, PR, 00636",33 Calle Principal,Cabo Rojo,Puerto Rico,636.0,,
for_sale,100000.0,3.0,2.0,0.12,"42 Union, Cabo Rojo, PR, 00623",42 Union,Cabo Rojo,Puerto Rico,623.0,1044.0,
for_sale,75000.0,3.0,1.0,0.03,"38 Calle Hostos, Cabo Rojo, PR, 00623",38 Calle Hostos,Cabo Rojo,Puerto Rico,623.0,980.0,
for_sale,122000.0,4.0,2.0,0.19,"17A Calle Gaviota, Cabo Rojo, PR, 00623",17A Calle Gaviota,Cabo Rojo,Puerto Rico,623.0,1400.0,
for_sale,150000.0,3.0,1.0,0.16,"A 12 Urb Victor Rivera Ext, Cabo Rojo, PR, 00623",A 12 Urb Victor Rivera Ext,Cabo Rojo,Puerto Rico,623.0,936.0,
for_sale,325000.0,3.0,4.0,0.23,"Marcial Rivera St, Cabo Rojo, PR, 00623",Marcial Rivera St,Cabo Rojo,Puerto Rico,623.0,3089.0,
for_sale,130000.0,3.0,4.0,0.09,"19 309 Kmhm Pr # 86, Cabo Rojo, PR, 00623",19 309 Kmhm Pr # 86,Cabo Rojo,Puerto Rico,623.0,2064.0,
for_sale,139900.0,2.0,2.0,0.46,"101 Llanos Tunas Sector Sosa, Cabo Rojo, PR, 00623",101 Llanos Tunas Sector Sosa,Cabo Rojo,Puerto Rico,623.0,1242.0,
for_sale,325000.0,5.0,5.0,0.19,"F Neptuno, Cabo Rojo, PR, 00623",F Neptuno,Cabo Rojo,Puerto Rico,623.0,4000.0,
for_sale,395000.0,8.0,5.0,0.48,"103 Rd, Cabo Rojo, PR, 00623",103 Rd,Cabo Rojo,Puerto Rico,623.0,8368.0,
for_sale,101800.0,3.0,2.0,0.07,"F12 Calle Susua, Cabo Rojo, PR, 00623",F12 Calle Susua,Cabo Rojo,Puerto Rico,623.0,1000.0,
for_sale,375000.0,5.0,4.0,0.22,"15 Quintas Del Mar, Cabo Rojo, PR, 00623",15 Quintas Del Mar,Cabo Rojo,Puerto Rico,623.0,2700.0,
for_sale,115000.0,3.0,2.0,,"311 Carretera 311 Km 0 2 Unit 203, Cabo Rojo, PR, 00623",311 Carretera 311 Km 0 2 Unit 203,Cabo Rojo,Puerto Rico,623.0,1205.0,
for_sale,395000.0,3.0,2.0,0.25,"307 Lomas De La Bahia, Cabo Rojo, PR, 00623",307 Lomas De La Bahia,Cabo Rojo,Puerto Rico,623.0,2800.0,
for_sale,2500000.0,6.0,8.0,9.65,"Carr 308 Km Hm # 72, Cabo Rojo, PR, 00623",Carr 308 Km Hm # 72,Cabo Rojo,Puerto Rico,623.0,10244.0,
for_sale,330000.0,3.0,2.0,1.75,"Km 3 7 Int Camino La Laguna-Carr # 311, Cabo Rojo, PR, 00623",Km 3 7 Int Camino La Laguna-Carr # 311,Cabo Rojo,Puerto Rico,623.0,1620.0,
for_sale,385000.0,3.0,3.0,0.26,"Calle 4 Hacienda De Belvedere Unit B2, Cabo Rojo, PR, 00623",Calle 4 Hacienda De Belvedere Unit B2,Cabo Rojo,Puerto Rico,623.0,2069.0,
for_sale,25000.0,1.0,1.0,0.12,"311 Las Delicias, Cabo Rojo, PR, 00623",311 Las Delicias,Cabo Rojo,Puerto Rico,623.0,491.0,
for_sale,285000.0,2.0,1.0,4.74,"1921 Carr 312 Km 3 9 Int Bo Llanos Tuna Cabo Rojo Pr # 623, Cabo Rojo, PR, 00623",1921 Carr 312 Km 3 9 Int Bo Llanos Tuna Cabo Rojo Pr # 623,Cabo Rojo,Puerto Rico,623.0,1000.0,
for_sale,250000.0,4.0,2.0,0.08,"36 Calle Betances, Cabo Rojo, PR, 00623",36 Calle Betances,Cabo Rojo,Puerto Rico,623.0,3052.0,
for_sale,600000.0,8.0,7.0,0.43,"B-2 Carr 3301 Km 2 Hm # 7, Cabo Rojo, PR, 00623",B-2 Carr 3301 Km 2 Hm # 7,Cabo Rojo,Puerto Rico,623.0,3192.0,
for_sale,195000.0,2.0,2.0,,"1 Calle Independencia Boqueron Unit 705, Cabo Rojo, PR, 00623",1 Calle Independencia Boqueron Unit 705,Cabo Rojo,Puerto Rico,623.0,1377.0,
for_sale,1995000.0,5.0,6.0,5.0,"Pr, Cabo Rojo, PR, 00623",Pr,Cabo Rojo,Puerto Rico,623.0,10000.0,
for_sale,220000.0,1.0,1.0,,"PR-308 Haciendas Del Golf Y Playa Clb Unit 201, Cabo Rojo, PR, 00623",PR-308 Haciendas Del Golf Y Playa Clb Unit 201,Cabo Rojo,Puerto Rico,623.0,736.0,
for_sale,81500.0,,,0.4,"Bo Boqueron Unit Solar2 Unit SOLAR2, Cabo Rojo, PR, 00623",Bo Boqueron Unit Solar2 Unit SOLAR2,Cabo Rojo,Puerto Rico,623.0,,
for_sale,750000.0,12.0,6.0,0.52,"Calle 4, Cabo Rojo, PR, 00623",Calle 4,Cabo Rojo,Puerto Rico,623.0,4800.0,
for_sale,389000.0,2.0,2.0,,"19900 Carr 102 Km 9 8 Unit 601, Cabo Rojo, PR, 00623",19900 Carr 102 Km 9 8 Unit 601,Cabo Rojo,Puerto Rico,623.0,1356.0,
for_sale,160000.0,,,14.34,"1 Pr, Cabo Rojo, PR, 00623",1 Pr,Cabo Rojo,Puerto Rico,623.0,,
for_sale,3000000.0,6.0,6.0,7.8,"La Mela Villa La Mela, Cabo Rojo, PR, 00623",La Mela Villa La Mela,Cabo Rojo,Puerto Rico,623.0,8000.0,
for_sale,65000.0,,,0.26,"1020 Calle Reina Isabel, Cabo Rojo, PR, 00623",1020 Calle Reina Isabel,Cabo Rojo,Puerto Rico,623.0,,
for_sale,120000.0,,,2.82,"Ii Camino Cofresi, Cabo Rojo, PR, 00623",Ii Camino Cofresi,Cabo Rojo,Puerto Rico,623.0,,
for_sale,45000.0,,,0.2,"Carr 102 Preliminar, Cabo Rojo, PR, 00623",Carr 102 Preliminar,Cabo Rojo,Puerto Rico,623.0,,
for_sale,80000.0,,,0.49,"Cam Valenta, Cabo Rojo, PR, 00623",Cam Valenta,Cabo Rojo,Puerto Rico,623.0,,
for_sale,54000.0,,,0.73,"331 Las Delicias, Cabo Rojo, PR, 00623",331 Las Delicias,Cabo Rojo,Puerto Rico,623.0,,
for_sale,70000.0,,,0.28,"11 D, Cabo Rojo, PR, 00623",11 D,Cabo Rojo,Puerto Rico,623.0,,
for_sale,290000.0,,,16.22,"1 Pr, Cabo Rojo, PR, 00623",1 Pr,Cabo Rojo,Puerto Rico,623.0,,
for_sale,275000.0,,,3.57,"Pr, Cabo Rojo, PR, 00623",Pr,Cabo Rojo,Puerto Rico,623.0,,
for_sale,182000.0,,,1.4,"Km 6 8 Carr # 301, Cabo Rojo, PR, 00623",Km 6 8 Carr # 301,Cabo Rojo,Puerto Rico,623.0,,
for_sale,950000.0,,,112.66,"Km 3 Carr 307 Km # 3, Cabo Rojo, PR, 00623",Km 3 Carr 307 Km # 3,Cabo Rojo,Puerto Rico,623.0,,
for_sale,375000.0,,,0.52,"12 Bo Pedernales Carr 307 Km 7 4 Calle Recoleta, Cabo Rojo, PR, 00623",12 Bo Pedernales Carr 307 Km 7 4 Calle Recoleta,Cabo Rojo,Puerto Rico,623.0,,
for_sale,840000.0,,,0.96,"Pr, Cabo Rojo, PR, 00623",Pr,Cabo Rojo,Puerto Rico,623.0,,
for_sale,375000.0,,,0.51,"Km 7 4 307 Rd, Cabo Rojo, PR, 00623",Km 7 4 307 Rd,Cabo Rojo,Puerto Rico,623.0,,
for_sale,1400000.0,,,6.44,"Km 4 8 Carretera # 307, Cabo Rojo, PR, 00623",Km 4 8 Carretera # 307,Cabo Rojo,Puerto Rico,623.0,,
for_sale,70000.0,3.0,1.0,0.04,"G-45 9, Penuelas, PR, 00624",G-45 9,Penuelas,Puerto Rico,624.0,913.0,
for_sale,799000.0,5.0,3.0,0.49,"A-9 # 1, Penuelas, PR, 00624",A-9 # 1,Penuelas,Puerto Rico,624.0,2500.0,
for_sale,74500.0,3.0,1.0,0.08,"Jardines De Penuelas A-10 Calle Jazmin, Penuelas, PR, 00624",Jardines De Penuelas A-10 Calle Jazmin,Penuelas,Puerto Rico,624.0,917.0,
for_sale,3900000.0,6.0,6.0,0.94,"13 El Penon Ward, Penuelas, PR, 00624",13 El Penon Ward,Penuelas,Puerto Rico,624.0,9297.0,
for_sale,67000.0,2.0,1.0,0.15,"556G 556-G 16 St, Juana Diaz, PR, 00795",556G 556-G 16 St,Juana Diaz,Puerto Rico,795.0,748.0,
for_sale,71600.0,3.0,2.0,0.08,"3467 St, Ponce, PR, 00731",3467 St,Ponce,Puerto Rico,731.0,1050.0,
for_sale,179000.0,4.0,3.0,0.46,"Bo Calabazas San Sebastian, San Sebastian, PR, 00612",Bo Calabazas San Sebastian,San Sebastian,Puerto Rico,612.0,2520.0,
for_sale,70000.0,3.0,2.0,0.09,"250 Aleli St, San Sebastian, PR, 00685",250 Aleli St,San Sebastian,Puerto Rico,685.0,1120.0,
for_sale,145000.0,4.0,2.0,0.1,"R5 Comunidad El Paraso Calle De Oro R-5 Ponce, Ponce, PR, 00731",R5 Comunidad El Paraso Calle De Oro R-5 Ponce,Ponce,Puerto Rico,731.0,1800.0,
for_sale,89000.0,3.0,2.0,13.39,"Km 3 4 Solar 457 Sr # 1, Isabela, PR, 00662",Km 3 4 Solar 457 Sr # 1,Isabela,Puerto Rico,662.0,1106.0,
for_sale,300000.0,5.0,3.0,7.46,"Pr 120 Bo Maravilla Sur K M # 335, Las Marias, PR, 00670",Pr 120 Bo Maravilla Sur K M # 335,Las Marias,Puerto Rico,670.0,5403.0,
for_sale,155000.0,3.0,2.0,0.1,"Pr, Lares, PR, 00669",Pr,Lares,Puerto Rico,669.0,4161.0,
for_sale,85000.0,3.0,2.0,0.08,"D5 Barrio Sabanetas, Ponce, PR, 00728",D5 Barrio Sabanetas,Ponce,Puerto Rico,728.0,1500.0,
for_sale,79000.0,5.0,2.0,0.12,"90 # A10, Utuado, PR, 00641",90 # A10,Utuado,Puerto Rico,641.0,1620.0,
for_sale,150000.0,3.0,2.0,0.08,"91 Del Rio, Juana Diaz, PR, 00795",91 Del Rio,Juana Diaz,Puerto Rico,795.0,1045.0,
for_sale,100000.0,2.0,1.0,0.09,"230 Rio De Vida, Ponce, PR, 00730",230 Rio De Vida,Ponce,Puerto Rico,730.0,1092.0,
for_sale,140000.0,6.0,3.0,0.25,"1 Bo Corcovada, Anasco, PR, 00610",1 Bo Corcovada,Anasco,Puerto Rico,610.0,1230.0,
for_sale,649000.0,5.0,5.0,0.74,"F118 Madrid St El Monte Iv Ext # Dev, Ponce, PR, 00731",F118 Madrid St El Monte Iv Ext # Dev,Ponce,Puerto Rico,731.0,2677.0,
for_sale,50000.0,2.0,1.0,0.23,"Km 5 0 Carr # 374, Yauco, PR, 00698",Km 5 0 Carr # 374,Yauco,Puerto Rico,698.0,621.0,
for_sale,69900.0,3.0,3.0,0.23,"Carreteras 141 Km 17 7 Barrio Mameyes, Utuado, PR, 00641",Carreteras 141 Km 17 7 Barrio Mameyes,Utuado,Puerto Rico,641.0,1326.0,
for_sale,575000.0,3.0,2.0,3.88,"5.8 Carr 435 Km # 58, San Sebastian, PR, 00685",5.8 Carr 435 Km # 58,San Sebastian,Puerto Rico,685.0,4000.0,
for_sale,105000.0,3.0,2.0,0.08,"DD18 Calle 28, Ponce, PR, 00728",DD18 Calle 28,Ponce,Puerto Rico,728.0,1500.0,
for_sale,120000.0,3.0,2.0,0.08,"10-K Alejandrina St, Yauco, PR, 00698",10-K Alejandrina St,Yauco,Puerto Rico,698.0,1100.0,
for_sale,115000.0,3.0,2.0,,"17 Estancias Del Madrigal Apt 326, Ponce, PR, 00716",17 Estancias Del Madrigal Apt 326,Ponce,Puerto Rico,716.0,1148.0,
for_sale,255000.0,3.0,2.0,0.28,"Rd 125 Km 15 8 Lot 1, San Sebastian, PR, 00685",Rd 125 Km 15 8 Lot 1,San Sebastian,Puerto Rico,685.0,1500.0,
for_sale,189000.0,6.0,3.0,1.75,"Km 536 Carretera # 149, Villalba, PR, 00766",Km 536 Carretera # 149,Villalba,Puerto Rico,766.0,1943.0,
for_sale,93000.0,4.0,2.0,0.11,"C12 Hacienda Olivieri St # 21ST, Guayanilla, PR, 00656",C12 Hacienda Olivieri St # 21ST,Guayanilla,Puerto Rico,656.0,1300.0,
for_sale,220000.0,1.0,1.0,0.1,"18 Paseo De La Pesca, Ponce, PR, 00730",18 Paseo De La Pesca,Ponce,Puerto Rico,730.0,850.0,
for_sale,425000.0,4.0,3.0,0.3,"31 Calle A, Ponce, PR, 00730",31 Calle A,Ponce,Puerto Rico,730.0,3000.0,
for_sale,469000.0,3.0,2.0,0.69,"Carretera 457 K M 0 2 Bo Planas, Isabela, PR, 00662",Carretera 457 K M 0 2 Bo Planas,Isabela,Puerto Rico,662.0,2505.0,
for_sale,70500.0,3.0,1.0,0.23,"Carr 371 Herminio Perez, Yauco, PR, 00698",Carr 371 Herminio Perez,Yauco,Puerto Rico,698.0,936.0,
for_sale,122500.0,3.0,2.0,0.05,"16 Muoz Rivera St, Yauco, PR, 00698",16 Muoz Rivera St,Yauco,Puerto Rico,698.0,1118.0,
for_sale,195000.0,3.0,4.0,1.94,"Carr 111 Calle Las Flores, Utuado, PR, 00641",Carr 111 Calle Las Flores,Utuado,Puerto Rico,641.0,2500.0,
for_sale,225000.0,5.0,4.0,0.12,"Vannina, Ponce, PR, 00717",Vannina,Ponce,Puerto Rico,717.0,1600.0,
for_sale,330000.0,3.0,2.0,0.97,"9 Carr # 129, Hatillo, PR, 00659",9 Carr # 129,Hatillo,Puerto Rico,659.0,2111.0,
for_sale,475000.0,4.0,4.0,4.84,"PR-445 Km 3 4 Interior, San Sebastian, PR, 00685",PR-445 Km 3 4 Interior,San Sebastian,Puerto Rico,685.0,3690.0,
for_sale,145000.0,3.0,2.0,,"Monaco Paseo Real Unit 303, Ponce, PR, 00716",Monaco Paseo Real Unit 303,Ponce,Puerto Rico,716.0,1296.0,
for_sale,120000.0,4.0,2.0,0.24,"8 Calle Barbosa Bernard, Las Marias, PR, 00670",8 Calle Barbosa Bernard,Las Marias,Puerto Rico,670.0,1800.0,
for_sale,555000.0,5.0,3.0,0.16,"17 18 Paseo De La Pesca, Ponce, PR, 00730",17 18 Paseo De La Pesca,Ponce,Puerto Rico,730.0,3100.0,
for_sale,135000.0,3.0,2.0,,"165 Blvd Media Luna Unit 1005D, Carolina, PR, 00987",165 Blvd Media Luna Unit 1005D,Carolina,Puerto Rico,987.0,1248.0,
for_sale,380000.0,,,18.45,"Calle N Finca De 19 Cuerdas En El Bo Campo Alegre En Hatillo, Hatillo, PR, 00659",Calle N Finca De 19 Cuerdas En El Bo Campo Alegre En Hatillo,Hatillo,Puerto Rico,659.0,,
for_sale,350000.0,,,10.68,"Km 9 8 Hermosa Finca De 11 Cuerdas Frente A La Carretera 130 En Hatillo, Hatillo, PR, 00659",Km 9 8 Hermosa Finca De 11 Cuerdas Frente A La Carretera 130 En Hatillo,Hatillo,Puerto Rico,659.0,,
for_sale,95000.0,5.0,2.0,0.16,"113 Bo Cacao Carr 113 Km 11 9 Int, Quebradillas, PR, 95000",113 Bo Cacao Carr 113 Km 11 9 Int,Quebradillas,Puerto Rico,95000.0,1757.0,
for_sale,400000.0,,,0.99,"Carretera 111 Km 12 6 Barrio Capa Moca, Moca, PR, 00676",Carretera 111 Km 12 6 Barrio Capa Moca,Moca,Puerto Rico,676.0,43082.0,
for_sale,40000.0,,,0.99,"2 LA Pra, Utuado, PR, 00641",2 LA Pra,Utuado,Puerto Rico,641.0,,
for_sale,329000.0,,,1.42,"Avenida Fernando Ribas Dominicci, Utuado, PR, 00641",Avenida Fernando Ribas Dominicci,Utuado,Puerto Rico,641.0,,
for_sale,69500.0,3.0,1.0,0.04,"5 Calle Estrella, Camuy, PR, 00627",5 Calle Estrella,Camuy,Puerto Rico,627.0,1460.0,
for_sale,135000.0,4.0,3.0,0.24,"Car 129 R455 K2 6 Int Parcelas Viejas, Camuy, PR, 00627",Car 129 R455 K2 6 Int Parcelas Viejas,Camuy,Puerto Rico,627.0,1500.0,
for_sale,74000.0,3.0,1.0,0.38,"Km 86 # 64491, Camuy, PR, 00627",Km 86 # 64491,Camuy,Puerto Rico,627.0,900.0,
for_sale,109000.0,3.0,1.0,1.94,"Int Calle Cheo Soto, Camuy, PR, 00627",Int Calle Cheo Soto,Camuy,Puerto Rico,627.0,1400.0,
for_sale,425000.0,3.0,2.0,0.21,"Carr 119 Urb Paseo Del Sol, Camuy, PR, 00627",Carr 119 Urb Paseo Del Sol,Camuy,Puerto Rico,627.0,2400.0,
for_sale,168100.0,3.0,3.0,0.13,"445 4453, Camuy, PR, 00627",445 4453,Camuy,Puerto Rico,627.0,1300.0,
for_sale,110000.0,3.0,1.0,0.1,"Camuy Arriba Ward 119 Pr, Camuy, PR, 00627",Camuy Arriba Ward 119 Pr,Camuy,Puerto Rico,627.0,800.0,
for_sale,250000.0,,,7.8,"Road # 119, Camuy, PR, 00627",Road # 119,Camuy,Puerto Rico,627.0,,
for_sale,55000.0,,,0.27,"Lote 5 Bo Membrillo, Camuy, PR, 00627",Lote 5 Bo Membrillo,Camuy,Puerto Rico,627.0,,
for_sale,50000.0,,,0.25,"Lote 2 Bo Membrillo, Camuy, PR, 00627",Lote 2 Bo Membrillo,Camuy,Puerto Rico,627.0,,
for_sale,305000.0,,,9.43,"Finca Lot 1, Camuy, PR, 00627",Finca Lot 1,Camuy,Puerto Rico,627.0,,
for_sale,64900.0,,,0.29,"Bo Membrillo, Camuy, PR, 00627",Bo Membrillo,Camuy,Puerto Rico,627.0,,
for_sale,145000.0,,,2.52,"5 Calle 2, Camuy, PR, 00627",5 Calle 2,Camuy,Puerto Rico,627.0,,
for_sale,90000.0,,,0.55,"Solar 11 Urb Hacienda La Sabana, Camuy, PR, 00627",Solar 11 Urb Hacienda La Sabana,Camuy,Puerto Rico,627.0,,
for_sale,105000.0,,,0.47,"Calle Monte De Oro Lot 2, Camuy, PR, 00627",Calle Monte De Oro Lot 2,Camuy,Puerto Rico,627.0,,
for_sale,85000.0,,,0.67,"1 Solar En Camuy Arriba, Camuy, PR, 00627",1 Solar En Camuy Arriba,Camuy,Puerto Rico,627.0,,
for_sale,46900.0,3.0,1.0,,"8R Calle Balboa Unit 9A, Mayaguez, PR, 00680",8R Calle Balboa Unit 9A,Mayaguez,Puerto Rico,680.0,982.0,
for_sale,71600.0,3.0,2.0,0.08,"3467 St, Ponce, PR, 00731",3467 St,Ponce,Puerto Rico,731.0,1050.0,
for_sale,179000.0,4.0,3.0,0.46,"Bo Calabazas San Sebastian, San Sebastian, PR, 00612",Bo Calabazas San Sebastian,San Sebastian,Puerto Rico,612.0,2520.0,
for_sale,89000.0,3.0,2.0,13.39,"Km 3 4 Solar 457 Sr # 1, Isabela, PR, 00662",Km 3 4 Solar 457 Sr # 1,Isabela,Puerto Rico,662.0,1106.0,
for_sale,100000.0,2.0,1.0,0.09,"230 Rio De Vida, Ponce, PR, 00730",230 Rio De Vida,Ponce,Puerto Rico,730.0,1092.0,
for_sale,155000.0,3.0,2.0,0.1,"Pr, Lares, PR, 00669",Pr,Lares,Puerto Rico,669.0,4161.0,
for_sale,95000.0,2.0,2.0,0.15,"2 Calle E, Guanica, PR, 00653",2 Calle E,Guanica,Puerto Rico,653.0,1393.0,
for_sale,105000.0,3.0,2.0,0.08,"DD18 Calle 28, Ponce, PR, 00728",DD18 Calle 28,Ponce,Puerto Rico,728.0,1500.0,
for_sale,122500.0,3.0,2.0,0.05,"16 Muoz Rivera St, Yauco, PR, 00698",16 Muoz Rivera St,Yauco,Puerto Rico,698.0,1118.0,
for_sale,70000.0,3.0,1.0,0.08,"15 Rey, San German, PR, 00683",15 Rey,San German,Puerto Rico,683.0,894.0,
for_sale,50000.0,2.0,1.0,0.23,"Km 5 0 Carr # 374, Yauco, PR, 00698",Km 5 0 Carr # 374,Yauco,Puerto Rico,698.0,621.0,
for_sale,300000.0,5.0,3.0,7.46,"Pr 120 Bo Maravilla Sur K M # 335, Las Marias, PR, 00670",Pr 120 Bo Maravilla Sur K M # 335,Las Marias,Puerto Rico,670.0,5403.0,
for_sale,215000.0,7.0,4.0,0.11,"615 Calle Amapola, Mayaguez, PR, 00680",615 Calle Amapola,Mayaguez,Puerto Rico,680.0,2200.0,
for_sale,79000.0,5.0,2.0,0.12,"90 # A10, Utuado, PR, 00641",90 # A10,Utuado,Puerto Rico,641.0,1620.0,
for_sale,140000.0,6.0,3.0,0.25,"1 Bo Corcovada, Anasco, PR, 00610",1 Bo Corcovada,Anasco,Puerto Rico,610.0,1230.0,
for_sale,235000.0,4.0,4.0,0.22,"10 Calle Carrau # 3351, Mayaguez, PR, 00680",10 Calle Carrau # 3351,Mayaguez,Puerto Rico,680.0,3450.0,
for_sale,3000000.0,,6.0,1.38,"999 Cll La Estacion # 19, Quebradillas, PR, 00678",999 Cll La Estacion # 19,Quebradillas,Puerto Rico,678.0,3000.0,
for_sale,190000.0,5.0,5.0,0.08,"1 Calle Reinaldo Santiago # 24, Mayaguez, PR, 00680",1 Calle Reinaldo Santiago # 24,Mayaguez,Puerto Rico,680.0,1600.0,
for_sale,425000.0,4.0,3.0,0.3,"31 Calle A, Ponce, PR, 00730",31 Calle A,Ponce,Puerto Rico,730.0,3000.0,
for_sale,575000.0,3.0,2.0,3.88,"5.8 Carr 435 Km # 58, San Sebastian, PR, 00685",5.8 Carr 435 Km # 58,San Sebastian,Puerto Rico,685.0,4000.0,
for_sale,225000.0,5.0,4.0,0.12,"Vannina, Ponce, PR, 00717",Vannina,Ponce,Puerto Rico,717.0,1600.0,
for_sale,450000.0,4.0,7.0,0.76,"93 Calle Union # 1, Isabela, PR, 00662",93 Calle Union # 1,Isabela,Puerto Rico,662.0,4000.0,
for_sale,220000.0,1.0,1.0,0.1,"18 Paseo De La Pesca, Ponce, PR, 00730",18 Paseo De La Pesca,Ponce,Puerto Rico,730.0,850.0,
for_sale,150000.0,3.0,1.0,0.07,"2 San German, San German, PR, 00683",2 San German,San German,Puerto Rico,683.0,363.0,
for_sale,469000.0,3.0,2.0,0.69,"Carretera 457 K M 0 2 Bo Planas, Isabela, PR, 00662",Carretera 457 K M 0 2 Bo Planas,Isabela,Puerto Rico,662.0,2505.0,
for_sale,475000.0,4.0,4.0,4.84,"PR-445 Km 3 4 Interior, San Sebastian, PR, 00685",PR-445 Km 3 4 Interior,San Sebastian,Puerto Rico,685.0,3690.0,
for_sale,425000.0,3.0,2.0,0.21,"Carr 119 Urb Paseo Del Sol, Camuy, PR, 00627",Carr 119 Urb Paseo Del Sol,Camuy,Puerto Rico,627.0,2400.0,
for_sale,1100000.0,5.0,3.0,0.56,"39 Calle G Garcia, Quebradillas, PR, 00678",39 Calle G Garcia,Quebradillas,Puerto Rico,678.0,3000.0,
for_sale,3900000.0,6.0,6.0,0.94,"13 El Penon Ward, Penuelas, PR, 00624",13 El Penon Ward,Penuelas,Puerto Rico,624.0,9297.0,
for_sale,555000.0,5.0,3.0,0.16,"17 18 Paseo De La Pesca, Ponce, PR, 00730",17 18 Paseo De La Pesca,Ponce,Puerto Rico,730.0,3100.0,
